company,industry,region,lead_source,job_title,current_plan,employees,annual_revenue_musd,trial_users,pricing_page_visits,daily_active_users,invited_teammates,webinar_attended,support_tickets,days_since_signup,email_opens,product_sessions,feature_events,buying_intent_score,icp_match_score,converted
FinTech Co 206,FinTech,APAC,Organic Search,Manager,Starter,235,2.66,40,39,2,11,1,1,108,14,81,8,5,39,0
Cybersecurity Co 207,Cybersecurity,North America,Conference,VP,Free Trial,65,2.38,19,25,11,8,0,8,373,28,56,20,11,11,0
FinTech Co 208,FinTech,North America,Email Campaign,C-Level,Growth,7,0.25,54,88,17,6,1,1,50,18,8,94,88,50,1
RealEstate Co 209,Real Estate,Middle East,Referral,Individual Contributor,Enterprise,6,0.14,49,73,19,17,1,7,252,22,80,203,92,35,0
EdTech Co 210,EdTech,Europe,Referral,Individual Contributor,Starter,63,1.91,45,89,38,14,1,6,119,31,39,60,45,76,1
Cybersecurity Co 211,Cybersecurity,APAC,Referral,Director,Enterprise,589,5.23,45,51,3,16,1,5,91,11,3,105,77,12,1
EdTech Co 212,EdTech,India,Conference,C-Level,Free Trial,217,6.48,33,53,9,1,0,2,263,23,39,93,28,6,0
Cybersecurity Co 213,Cybersecurity,India,Email Campaign,VP,Starter,1338,49.27,11,67,16,15,0,7,221,1,100,100,48,22,0
RealEstate Co 214,Real Estate,India,Email Campaign,Director,Enterprise,8,0.24,24,77,29,6,0,5,107,25,103,187,34,35,0
FinTech Co 215,FinTech,India,Webinar,VP,Free Trial,3391,63.96,4,3,1,10,1,8,298,20,16,106,17,9,0
Cybersecurity Co 216,Cybersecurity,North America,Paid Ads,Director,Enterprise,478,18.12,10,85,13,1,1,2,205,13,9,89,52,78,0
FinTech Co 217,FinTech,LATAM,Paid Ads,Director,Growth,16,0.27,30,25,30,6,1,4,257,4,8,33,33,91,0
EdTech Co 218,EdTech,Europe,Organic Search,C-Level,Starter,67,2.55,19,56,18,12,0,1,225,27,92,103,17,95,1
Healthcare Co 219,Healthcare,LATAM,Partner,Director,Starter,9,0.1,38,6,28,13,1,2,259,13,40,92,66,6,0
E-commerce Co 220,E-commerce,Middle East,Email Campaign,Manager,Starter,170,3.06,48,33,6,16,0,9,203,23,75,91,68,33,0
SaaS Co 221,SaaS,LATAM,Email Campaign,Individual Contributor,Free Trial,496,16.46,48,73,4,14,0,6,116,11,97,188,91,54,0
Manufacturing Co 222,Manufacturing,Middle East,Conference,Director,Enterprise,90,1.61,40,78,26,10,0,4,156,28,117,174,44,45,0
SaaS Co 223,SaaS,Middle East,Organic Search,VP,Starter,12,0.42,36,48,17,13,1,0,212,33,0,117,17,51,0
EdTech Co 224,EdTech,APAC,Organic Search,C-Level,Enterprise,9,0.2,23,17,13,0,1,2,185,22,46,20,81,7,0
RealEstate Co 225,Real Estate,APAC,Referral,Manager,Growth,130,1.73,52,76,4,17,1,2,307,9,44,1,18,43,1
SaaS Co 226,SaaS,Middle East,Partner,Individual Contributor,Enterprise,72,1.26,42,51,33,6,1,6,114,23,4,94,49,90,0
Cybersecurity Co 227,Cybersecurity,Europe,LinkedIn,Individual Contributor,Growth,55,1.03,0,25,6,15,0,1,192,21,119,130,85,77,1
SaaS Co 228,SaaS,Europe,Organic Search,C-Level,Growth,57,0.62,35,20,36,13,1,8,145,37,81,63,85,17,1
EdTech Co 229,EdTech,North America,Conference,Director,Enterprise,1262,44.15,44,52,33,12,1,9,148,24,113,202,90,81,0
E-commerce Co 230,E-commerce,Europe,Referral,C-Level,Enterprise,358,7.57,9,53,16,13,0,9,349,31,75,102,61,9,0
Healthcare Co 231,Healthcare,North America,Webinar,Manager,Enterprise,18,0.26,32,83,25,0,1,5,112,24,80,97,78,43,1
EdTech Co 232,EdTech,Middle East,Referral,Individual Contributor,Enterprise,64,1.77,45,79,6,1,1,0,43,19,10,109,34,15,0
E-commerce Co 233,E-commerce,LATAM,Partner,Director,Growth,8,0.1,34,52,23,14,1,7,75,20,4,76,43,12,0
FinTech Co 234,FinTech,Europe,LinkedIn,VP,Enterprise,777,18.52,55,27,20,12,0,1,212,24,75,144,33,91,1
Cybersecurity Co 235,Cybersecurity,LATAM,Partner,Manager,Starter,2028,75.47,30,73,5,3,0,5,302,23,116,33,100,29,0
FinTech Co 236,FinTech,Middle East,LinkedIn,Director,Free Trial,1567,29.57,33,20,14,7,0,8,91,12,50,74,43,100,0
EdTech Co 237,EdTech,LATAM,Referral,Director,Free Trial,435,16.27,44,69,22,16,0,5,19,8,103,12,70,44,0
E-commerce Co 238,E-commerce,Europe,Webinar,Individual Contributor,Starter,6,0.15,48,9,25,17,1,5,327,32,85,33,30,5,0
SaaS Co 239,SaaS,Middle East,Webinar,C-Level,Free Trial,7,0.23,14,17,15,4,1,1,68,13,105,65,76,59,1
Healthcare Co 240,Healthcare,India,LinkedIn,C-Level,Free Trial,520,17.2,53,80,19,3,0,5,164,25,105,98,8,11,1
Cybersecurity Co 241,Cybersecurity,Europe,Webinar,Individual Contributor,Enterprise,17,0.15,35,28,22,15,1,2,143,32,33,47,82,35,0
SaaS Co 242,SaaS,North America,Conference,Manager,Starter,65,1.07,3,88,10,14,1,5,94,1,39,188,64,56,1
Cybersecurity Co 243,Cybersecurity,Middle East,Webinar,Individual Contributor,Starter,37,1.1,45,31,20,1,0,3,109,18,56,105,50,43,1
SaaS Co 244,SaaS,APAC,LinkedIn,Individual Contributor,Growth,16,0.55,17,6,25,6,1,2,337,2,15,133,48,98,0
SaaS Co 245,SaaS,North America,Email Campaign,Individual Contributor,Enterprise,15,0.28,42,28,8,12,0,6,388,15,84,118,51,90,0
Cybersecurity Co 246,Cybersecurity,LATAM,Email Campaign,Individual Contributor,Enterprise,39,0.93,51,73,10,6,1,9,356,5,41,37,72,95,0
FinTech Co 247,FinTech,Middle East,LinkedIn,Individual Contributor,Free Trial,214,2.58,27,86,19,4,1,2,43,22,110,97,82,74,0
RealEstate Co 248,Real Estate,APAC,Webinar,C-Level,Free Trial,98,2.67,32,31,35,0,0,4,363,16,14,137,77,46,0
Cybersecurity Co 249,Cybersecurity,LATAM,Partner,VP,Growth,59,1.03,13,51,8,5,0,6,263,17,92,168,46,32,0
Manufacturing Co 250,Manufacturing,Middle East,Partner,Manager,Free Trial,739,25.16,8,51,1,11,1,7,266,38,1,202,96,26,0
RealEstate Co 251,Real Estate,APAC,Paid Ads,Manager,Starter,6,0.12,27,75,29,12,0,0,132,16,68,24,87,90,0
FinTech Co 252,FinTech,India,Webinar,C-Level,Enterprise,449,7.31,19,69,7,4,0,6,195,11,81,186,17,30,1
Manufacturing Co 253,Manufacturing,APAC,Webinar,Manager,Enterprise,371,9.92,40,19,9,18,0,7,335,16,117,129,84,84,0
Cybersecurity Co 254,Cybersecurity,APAC,Partner,Individual Contributor,Starter,7,0.16,36,60,18,5,1,5,6,9,20,138,87,98,0
Healthcare Co 255,Healthcare,Middle East,Webinar,Director,Enterprise,20,0.73,20,51,16,9,1,3,340,6,7,8,11,17,0
FinTech Co 256,FinTech,Europe,Webinar,Director,Enterprise,342,8.82,16,55,14,16,0,2,133,4,61,91,10,39,1
Cybersecurity Co 257,Cybersecurity,India,Referral,C-Level,Enterprise,2257,67.2,38,63,23,15,0,4,162,27,49,183,92,59,1
E-commerce Co 258,E-commerce,India,Organic Search,Manager,Starter,1329,43.24,40,51,26,11,0,2,207,20,19,131,10,94,1
EdTech Co 259,EdTech,LATAM,Email Campaign,Director,Enterprise,477,14.01,15,0,15,11,1,5,113,18,129,149,48,6,0
Manufacturing Co 260,Manufacturing,Middle East,Referral,C-Level,Growth,15,0.2,21,58,14,6,0,3,102,32,92,35,7,90,0
Healthcare Co 261,Healthcare,APAC,Webinar,Director,Enterprise,116,1.34,40,78,36,11,0,7,303,19,114,33,94,95,0
Healthcare Co 262,Healthcare,LATAM,Partner,Director,Growth,219,6.99,10,76,8,8,1,0,10,33,51,208,66,51,0
RealEstate Co 263,Real Estate,Middle East,Organic Search,VP,Enterprise,7,0.08,44,66,10,6,0,8,163,4,37,131,11,48,0
SaaS Co 264,SaaS,Middle East,Webinar,C-Level,Starter,23,0.8,28,73,2,11,0,4,115,36,104,89,22,80,1
Manufacturing Co 265,Manufacturing,APAC,Webinar,Manager,Free Trial,655,16.79,2,3,4,13,0,8,351,38,89,161,67,33,0
SaaS Co 266,SaaS,APAC,Referral,Individual Contributor,Growth,1699,34.47,54,4,2,16,0,6,88,20,125,81,43,8,1
RealEstate Co 267,Real Estate,Middle East,Email Campaign,Individual Contributor,Free Trial,482,5.94,11,45,4,11,0,8,30,30,91,183,28,31,0
RealEstate Co 268,Real Estate,India,Referral,Director,Free Trial,64,2.03,34,38,3,13,1,0,200,1,79,42,100,15,0
Healthcare Co 269,Healthcare,North America,Email Campaign,Director,Starter,825,31.66,36,61,2,11,0,5,106,6,64,62,34,97,0
Manufacturing Co 270,Manufacturing,LATAM,Organic Search,Manager,Free Trial,10,0.09,38,19,36,4,1,5,334,12,117,217,39,56,0
Manufacturing Co 271,Manufacturing,India,Organic Search,Director,Growth,18,0.65,14,4,22,14,0,7,223,24,42,11,61,24,0
Manufacturing Co 272,Manufacturing,LATAM,Email Campaign,Manager,Growth,725,25.25,21,14,1,2,0,5,363,29,1,79,41,43,0
E-commerce Co 273,E-commerce,LATAM,LinkedIn,Individual Contributor,Enterprise,24,0.74,8,7,0,12,0,5,306,34,57,174,38,90,0
SaaS Co 274,SaaS,India,Email Campaign,Individual Contributor,Starter,2180,71.5,26,28,7,10,0,9,392,24,34,46,56,44,0
SaaS Co 275,SaaS,APAC,Partner,C-Level,Starter,1251,15.52,21,57,3,16,0,6,187,9,79,189,60,97,1
RealEstate Co 276,Real Estate,North America,Organic Search,C-Level,Free Trial,1321,14.55,44,23,31,10,1,4,153,5,107,111,25,57,0
Healthcare Co 277,Healthcare,LATAM,Referral,Director,Enterprise,885,20.24,16,11,17,17,0,4,24,20,50,95,88,75,0
EdTech Co 278,EdTech,North America,Paid Ads,Director,Free Trial,26,0.58,28,27,3,11,0,7,151,6,7,171,15,68,0
FinTech Co 279,FinTech,Middle East,Webinar,Director,Starter,13,0.23,48,86,37,2,0,6,179,24,117,104,60,17,0
Manufacturing Co 280,Manufacturing,Europe,Organic Search,C-Level,Enterprise,10,0.23,29,57,36,7,0,7,326,34,77,39,100,34,1
FinTech Co 281,FinTech,Europe,Email Campaign,C-Level,Growth,88,2.09,13,75,2,1,1,6,245,36,52,6,32,19,0
RealEstate Co 282,Real Estate,India,Webinar,Individual Contributor,Enterprise,145,2.86,47,28,0,15,1,2,56,5,7,147,54,33,0
Manufacturing Co 283,Manufacturing,India,LinkedIn,C-Level,Free Trial,315,12.34,13,11,1,18,0,6,269,0,58,44,33,65,0
Cybersecurity Co 284,Cybersecurity,Europe,Email Campaign,Director,Enterprise,99,3.79,44,20,32,13,1,5,73,21,89,201,23,42,0
E-commerce Co 285,E-commerce,Middle East,Webinar,Director,Growth,7,0.06,11,35,7,18,0,3,163,8,33,91,48,26,0
EdTech Co 286,EdTech,North America,Email Campaign,Manager,Starter,110,3.7,19,19,5,15,0,7,54,3,3,173,13,76,0
E-commerce Co 287,E-commerce,LATAM,Conference,C-Level,Growth,751,19.05,37,47,34,18,0,9,349,16,22,143,11,7,0
RealEstate Co 288,Real Estate,India,Email Campaign,Individual Contributor,Enterprise,358,4.85,20,76,17,11,0,1,66,23,11,184,25,11,0
RealEstate Co 289,Real Estate,Middle East,Organic Search,VP,Enterprise,146,5.2,8,1,7,2,0,9,34,33,77,149,72,76,0
SaaS Co 290,SaaS,North America,Paid Ads,VP,Free Trial,41,1.01,30,63,30,11,0,6,372,15,36,39,65,44,1
Manufacturing Co 291,Manufacturing,North America,LinkedIn,Individual Contributor,Starter,8,0.2,47,3,3,15,0,1,68,22,117,54,99,59,0
FinTech Co 292,FinTech,India,LinkedIn,C-Level,Growth,6,0.12,2,42,5,9,0,6,178,1,111,161,47,53,0
Cybersecurity Co 293,Cybersecurity,Europe,Paid Ads,Individual Contributor,Enterprise,37,0.87,14,35,6,7,1,7,126,9,7,91,32,13,0
Manufacturing Co 294,Manufacturing,India,Organic Search,C-Level,Starter,2726,94.76,43,75,9,1,1,9,391,18,69,211,23,12,0
Healthcare Co 295,Healthcare,India,Webinar,Individual Contributor,Enterprise,2079,52.56,43,69,30,6,0,9,125,16,104,57,80,92,0
SaaS Co 296,SaaS,LATAM,Referral,Individual Contributor,Starter,987,21.6,33,88,17,11,0,4,377,5,47,58,49,30,0
FinTech Co 297,FinTech,Europe,Webinar,Director,Growth,60,1.21,54,77,2,7,1,3,328,15,43,66,87,39,1
FinTech Co 298,FinTech,India,Conference,VP,Starter,6,0.16,38,40,24,2,0,7,121,6,53,13,42,50,0
E-commerce Co 299,E-commerce,North America,Paid Ads,C-Level,Starter,26,0.7,11,6,9,7,0,4,297,19,55,70,26,40,0
RealEstate Co 300,Real Estate,Middle East,Organic Search,Manager,Growth,49,0.78,4,3,8,1,0,5,265,3,58,46,94,12,0
Manufacturing Co 301,Manufacturing,LATAM,LinkedIn,Director,Growth,8,0.16,0,64,2,8,0,3,24,31,31,67,30,68,0
E-commerce Co 302,E-commerce,North America,Partner,Individual Contributor,Free Trial,802,26.13,32,20,25,14,1,8,79,5,91,174,28,17,0
Cybersecurity Co 303,Cybersecurity,India,Webinar,Director,Free Trial,537,11.2,31,41,16,9,0,7,22,32,30,136,74,7,1
Manufacturing Co 304,Manufacturing,Middle East,Conference,Manager,Enterprise,691,18.06,32,1,12,4,0,0,98,27,126,38,64,33,0
E-commerce Co 305,E-commerce,Europe,Conference,Director,Growth,144,5.36,1,13,3,6,0,5,289,19,10,140,40,24,0
Manufacturing Co 306,Manufacturing,APAC,Conference,Manager,Growth,215,3.25,41,62,31,14,1,6,236,9,20,157,75,21,0
Healthcare Co 307,Healthcare,India,Paid Ads,Individual Contributor,Free Trial,1451,18.71,17,49,20,13,0,9,185,9,86,152,64,92,0
FinTech Co 308,FinTech,Europe,Referral,C-Level,Starter,1045,15.36,20,63,24,9,0,8,140,15,1,65,8,69,1
RealEstate Co 309,Real Estate,Middle East,Referral,Individual Contributor,Growth,2880,67.18,27,49,9,14,0,3,60,19,17,53,60,66,0
Healthcare Co 310,Healthcare,North America,Referral,Director,Free Trial,75,1.03,27,59,8,9,0,2,2,14,31,90,30,78,1
E-commerce Co 311,E-commerce,APAC,Webinar,C-Level,Starter,11,0.12,54,46,31,0,0,7,204,21,95,107,35,32,0
RealEstate Co 312,Real Estate,India,Organic Search,Individual Contributor,Growth,332,6.2,30,37,16,6,1,3,249,32,73,2,28,24,0
FinTech Co 313,FinTech,LATAM,Conference,Manager,Starter,7,0.28,25,86,4,17,0,8,98,13,83,65,12,67,0
Manufacturing Co 314,Manufacturing,India,LinkedIn,Manager,Growth,493,13.92,30,61,23,7,0,0,59,25,65,189,34,48,0
SaaS Co 315,SaaS,APAC,Webinar,Director,Starter,20,0.67,45,70,26,13,0,6,197,25,90,178,15,67,1
Manufacturing Co 316,Manufacturing,Middle East,Organic Search,C-Level,Growth,12,0.47,44,89,3,0,0,6,272,20,100,115,36,88,0
Cybersecurity Co 317,Cybersecurity,LATAM,Partner,VP,Growth,76,2.79,52,55,6,14,0,7,390,32,97,167,95,77,1
EdTech Co 318,EdTech,Europe,Email Campaign,Individual Contributor,Starter,582,6.79,49,15,13,15,0,4,236,36,32,28,11,84,0
E-commerce Co 319,E-commerce,India,Partner,Manager,Enterprise,1443,14.66,45,0,19,18,0,6,26,9,77,84,44,35,0
EdTech Co 320,EdTech,North America,Webinar,Individual Contributor,Starter,154,5.28,24,72,4,3,1,3,164,7,130,83,59,95,0
Cybersecurity Co 321,Cybersecurity,India,Email Campaign,Director,Starter,1162,23.04,1,10,3,3,0,8,383,10,68,40,99,81,0
RealEstate Co 322,Real Estate,Middle East,Paid Ads,C-Level,Free Trial,11,0.42,27,32,23,15,0,7,89,4,109,126,24,70,0
SaaS Co 323,SaaS,Europe,Referral,Director,Growth,824,27.97,43,73,32,17,0,6,275,3,33,41,93,77,1
FinTech Co 324,FinTech,North America,Organic Search,C-Level,Free Trial,27,0.64,7,26,14,0,1,1,88,32,78,112,70,10,1
SaaS Co 325,SaaS,Middle East,Partner,C-Level,Enterprise,157,2.97,18,79,4,3,0,2,390,21,63,76,35,7,1
FinTech Co 326,FinTech,APAC,Webinar,Individual Contributor,Growth,56,1.07,41,34,37,2,0,6,221,15,40,72,96,12,0
SaaS Co 327,SaaS,North America,Conference,C-Level,Enterprise,147,4.87,11,81,0,2,1,7,315,5,15,139,61,69,1
FinTech Co 328,FinTech,LATAM,Partner,Individual Contributor,Growth,1907,49.04,41,78,31,4,0,0,399,16,117,118,93,18,0
EdTech Co 329,EdTech,APAC,Webinar,Director,Free Trial,682,12.79,47,72,34,7,1,0,384,12,23,68,32,99,1
SaaS Co 330,SaaS,India,Conference,VP,Free Trial,90,2.92,50,78,19,11,0,9,303,12,10,162,57,53,1
RealEstate Co 331,Real Estate,APAC,Webinar,Individual Contributor,Starter,9,0.16,7,24,6,11,0,5,48,33,25,113,98,39,0
Healthcare Co 332,Healthcare,Middle East,Conference,Individual Contributor,Starter,97,3.49,26,28,22,6,0,0,225,26,28,95,48,76,0
Manufacturing Co 333,Manufacturing,Middle East,Email Campaign,Individual Contributor,Starter,514,9.29,45,43,35,18,0,7,223,35,64,1,99,99,0
EdTech Co 334,EdTech,Europe,Partner,Manager,Starter,5,0.07,47,35,7,2,1,1,327,8,99,105,69,53,0
E-commerce Co 335,E-commerce,Europe,Partner,Director,Growth,673,16.07,21,87,11,17,1,3,190,25,104,153,81,62,0
RealEstate Co 336,Real Estate,LATAM,LinkedIn,C-Level,Starter,453,16.26,23,6,2,6,1,0,79,9,51,219,69,42,0
Cybersecurity Co 337,Cybersecurity,LATAM,Partner,Director,Enterprise,3293,107.97,25,15,1,5,0,2,156,18,55,209,12,48,0
Healthcare Co 338,Healthcare,North America,Paid Ads,Manager,Enterprise,1584,42,20,11,21,18,0,3,24,2,100,175,50,97,0
Cybersecurity Co 339,Cybersecurity,Europe,Organic Search,Individual Contributor,Free Trial,6,0.2,3,66,10,5,1,5,325,23,120,68,71,68,0
Cybersecurity Co 340,Cybersecurity,LATAM,Organic Search,VP,Starter,17,0.14,4,6,12,11,0,9,300,6,110,220,98,29,0
E-commerce Co 341,E-commerce,APAC,Conference,VP,Free Trial,58,1.58,39,61,14,15,1,2,360,8,99,98,19,78,1
SaaS Co 342,SaaS,India,Organic Search,Director,Growth,6,0.08,4,40,10,6,0,2,263,35,81,88,29,44,0
FinTech Co 343,FinTech,India,Partner,VP,Free Trial,324,3.73,7,49,3,13,1,6,20,25,74,56,78,64,0
FinTech Co 344,FinTech,APAC,Organic Search,Director,Enterprise,756,19.66,40,31,12,7,1,5,210,15,64,171,69,70,0
FinTech Co 345,FinTech,India,Conference,C-Level,Enterprise,99,1.22,46,53,26,8,1,3,289,16,31,190,56,89,1
RealEstate Co 346,Real Estate,Middle East,Conference,VP,Growth,55,1.79,17,5,12,9,1,7,344,25,20,183,47,49,0
Manufacturing Co 347,Manufacturing,APAC,Paid Ads,VP,Enterprise,242,7.92,44,7,36,7,0,9,305,22,82,65,100,47,0
E-commerce Co 348,E-commerce,Europe,Paid Ads,Director,Enterprise,152,3.34,22,61,4,5,0,3,267,4,35,119,43,73,0
FinTech Co 349,FinTech,North America,Webinar,Director,Free Trial,17,0.17,15,86,21,3,0,6,327,36,128,52,99,29,1
Cybersecurity Co 350,Cybersecurity,LATAM,Conference,VP,Starter,50,1.01,49,11,33,15,0,6,255,38,46,119,92,38,0
Cybersecurity Co 351,Cybersecurity,North America,Referral,Manager,Growth,61,2.01,16,38,24,8,0,7,157,18,16,112,45,77,1
Cybersecurity Co 352,Cybersecurity,LATAM,Email Campaign,VP,Growth,46,0.84,19,81,1,7,0,5,276,27,97,21,18,9,0
Manufacturing Co 353,Manufacturing,LATAM,Partner,Manager,Starter,94,0.93,8,75,10,8,0,9,179,25,57,111,88,67,0
Healthcare Co 354,Healthcare,Europe,Webinar,C-Level,Growth,361,9,2,63,6,3,0,3,22,34,5,190,60,23,0
Cybersecurity Co 355,Cybersecurity,APAC,Email Campaign,VP,Growth,431,4.94,42,79,8,12,1,7,331,35,67,142,85,92,1
SaaS Co 356,SaaS,Europe,Email Campaign,Manager,Starter,616,23.83,3,44,4,13,0,3,219,0,22,198,78,99,1
Cybersecurity Co 357,Cybersecurity,North America,Partner,C-Level,Enterprise,488,18.06,10,53,1,2,1,2,197,37,105,158,11,43,1
Manufacturing Co 358,Manufacturing,Middle East,Referral,C-Level,Growth,1025,38.72,15,29,19,13,0,2,268,33,62,194,34,40,0
E-commerce Co 359,E-commerce,LATAM,Email Campaign,Individual Contributor,Growth,1826,65.69,46,45,8,8,1,9,25,5,32,219,20,73,0
SaaS Co 360,SaaS,North America,Referral,Individual Contributor,Growth,149,2.37,21,16,18,0,0,0,61,17,56,106,95,62,1
SaaS Co 361,SaaS,India,Referral,C-Level,Enterprise,23,0.7,26,90,29,16,1,4,84,8,83,161,70,79,1
FinTech Co 362,FinTech,North America,Email Campaign,C-Level,Enterprise,1496,55.42,9,32,2,1,0,2,64,36,97,40,16,14,0
FinTech Co 363,FinTech,APAC,Organic Search,Director,Enterprise,9,0.16,7,10,12,1,1,9,370,2,130,28,40,14,0
RealEstate Co 364,Real Estate,APAC,Conference,Director,Starter,1364,30.13,43,52,35,0,0,8,298,33,111,187,57,55,0
Cybersecurity Co 365,Cybersecurity,Middle East,Conference,VP,Starter,11,0.21,15,85,4,18,1,8,179,16,11,113,18,27,1
FinTech Co 366,FinTech,APAC,Paid Ads,Director,Starter,152,4.85,53,41,14,2,0,5,111,10,19,193,65,31,0
E-commerce Co 367,E-commerce,APAC,LinkedIn,Director,Free Trial,31,1.2,45,1,1,9,1,2,35,16,124,1,84,90,1
Healthcare Co 368,Healthcare,Europe,Webinar,Manager,Free Trial,1096,40.98,36,84,25,18,1,9,328,8,125,124,96,99,0
Cybersecurity Co 369,Cybersecurity,LATAM,Organic Search,C-Level,Starter,970,38.46,15,59,8,13,0,4,23,27,40,68,18,99,0
E-commerce Co 370,E-commerce,Europe,LinkedIn,C-Level,Starter,970,13.71,13,57,2,15,0,1,22,6,6,138,12,21,1
Manufacturing Co 371,Manufacturing,Middle East,LinkedIn,Director,Enterprise,32,0.68,38,17,24,12,1,1,304,25,0,193,20,71,0
Manufacturing Co 372,Manufacturing,Middle East,Paid Ads,Individual Contributor,Enterprise,114,2.04,43,49,2,8,1,6,69,33,10,13,79,95,0
Manufacturing Co 373,Manufacturing,North America,Organic Search,Manager,Free Trial,1122,37.69,37,59,16,16,0,1,397,34,117,50,51,90,0
SaaS Co 374,SaaS,APAC,Conference,C-Level,Free Trial,167,4.26,4,29,12,10,1,9,123,10,31,52,71,66,1
Cybersecurity Co 375,Cybersecurity,India,LinkedIn,Manager,Enterprise,461,12.55,55,13,23,17,0,4,248,4,61,108,60,99,1
Manufacturing Co 376,Manufacturing,APAC,Referral,C-Level,Free Trial,14,0.16,11,47,3,16,1,1,235,6,61,19,7,19,0
Healthcare Co 377,Healthcare,Europe,Webinar,Individual Contributor,Starter,20,0.62,24,41,3,5,0,1,123,19,23,36,99,55,0
Cybersecurity Co 378,Cybersecurity,India,Referral,C-Level,Growth,10,0.27,35,29,13,10,0,9,2,28,81,62,76,46,1
EdTech Co 379,EdTech,Europe,Partner,Individual Contributor,Enterprise,12,0.45,32,40,40,16,0,8,86,21,56,6,75,8,0
RealEstate Co 380,Real Estate,North America,Paid Ads,Director,Growth,619,9.25,46,58,30,11,1,2,312,13,32,214,83,82,0
E-commerce Co 381,E-commerce,Middle East,Referral,Individual Contributor,Free Trial,62,2.33,54,36,15,17,0,2,217,2,95,136,57,28,0
Healthcare Co 382,Healthcare,Europe,Email Campaign,VP,Growth,9,0.12,6,11,1,12,0,4,77,34,73,166,33,88,0
Cybersecurity Co 383,Cybersecurity,Middle East,Partner,Manager,Starter,109,1.57,49,7,4,15,0,5,235,25,107,132,26,98,0
FinTech Co 384,FinTech,Europe,Referral,Manager,Free Trial,947,36.68,21,74,15,0,1,7,321,34,116,79,90,73,1
Healthcare Co 385,Healthcare,Europe,Conference,Manager,Growth,738,6.56,5,57,12,1,1,8,383,11,111,206,31,74,0
Cybersecurity Co 386,Cybersecurity,India,LinkedIn,C-Level,Growth,15,0.18,0,11,2,0,0,2,291,12,111,136,25,76,0
Cybersecurity Co 387,Cybersecurity,APAC,Organic Search,Individual Contributor,Enterprise,6,0.17,6,66,11,11,1,9,394,6,60,203,68,93,0
Cybersecurity Co 388,Cybersecurity,Middle East,Webinar,C-Level,Growth,1668,22.22,40,20,17,4,0,0,303,17,60,63,85,37,1
Manufacturing Co 389,Manufacturing,North America,Referral,Individual Contributor,Growth,2540,43.51,42,21,26,6,0,6,101,4,10,206,16,66,0
FinTech Co 390,FinTech,North America,Partner,Director,Starter,317,8.03,20,65,14,1,0,7,178,29,116,27,96,24,1
RealEstate Co 391,Real Estate,LATAM,Webinar,Manager,Starter,93,1.67,45,84,22,11,0,0,150,28,10,68,13,55,0
Cybersecurity Co 392,Cybersecurity,Middle East,Referral,Director,Growth,410,7.73,43,11,27,13,0,6,285,1,7,103,20,60,0
SaaS Co 393,SaaS,India,Organic Search,Individual Contributor,Free Trial,77,1.28,11,10,10,2,0,1,372,37,38,206,94,27,0
Cybersecurity Co 394,Cybersecurity,India,LinkedIn,Director,Starter,2195,41.77,32,15,0,13,0,3,341,33,125,2,99,83,1
Cybersecurity Co 395,Cybersecurity,Europe,Conference,Director,Starter,208,7.98,7,73,9,13,1,2,28,18,95,32,92,41,1
FinTech Co 396,FinTech,North America,Webinar,C-Level,Enterprise,1930,64.04,38,13,8,4,0,1,10,21,84,176,17,6,1
E-commerce Co 397,E-commerce,Middle East,Email Campaign,Individual Contributor,Growth,12,0.27,3,65,3,0,0,3,222,17,9,140,84,48,0
SaaS Co 398,SaaS,Middle East,LinkedIn,Individual Contributor,Starter,326,10.13,19,44,9,0,1,9,112,13,17,94,13,8,0
Manufacturing Co 399,Manufacturing,APAC,Conference,Director,Growth,1439,32.72,24,37,12,0,0,3,41,17,87,165,22,39,0
SaaS Co 400,SaaS,Middle East,LinkedIn,Manager,Growth,37,1.01,26,56,16,4,1,2,349,35,19,209,28,56,0
Manufacturing Co 401,Manufacturing,APAC,Referral,Manager,Free Trial,50,1.01,22,2,0,11,1,7,58,31,56,89,43,7,0
Cybersecurity Co 402,Cybersecurity,APAC,Organic Search,Director,Starter,57,1.49,13,7,14,3,0,1,318,18,11,73,45,23,0
Manufacturing Co 403,Manufacturing,North America,Organic Search,Director,Enterprise,6,0.09,8,90,12,14,1,3,4,38,84,62,96,67,0
